x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.056952678,-0.38005298,0.24625671,-0.2084035,-0.55139846,0.36988008,-0.30356213,-0.69469416,0.5155517,-0.4198866,-0.898272,0.6290835,-0.443327,-0.6771492,0.4611965,-0.48218,-0.6853829,0.74884665,-0.40350282,-0.52248114,0.7242957,-0.19393365,-0.46481577,0.6162443,-0.6360142,-0.6453961,0.4230246,-0.7056617,-0.63192993,0.6268164,-0.5717204,-0.42910755,0.68740845,-0.4854429,-0.3441439,0.5670432,-0.7952952,-0.45711637,0.33044493,-0.8339857,-0.45978788,0.5677549,-0.73308414,-0.24978538,0.5696025,-0.5820533,-0.26875558,0.4076614,-0.8346227,-0.31955567,0.23846643,-0.95002484,-0.29064333,0.44512743,-0.77250457,-0.095944434,0.4259834,-0.6924605,-0.039887574,0.30923867,NO_GUN
0.0,0.0,0.0,-0.3479341,-0.05036469,0.005317337,-0.5884304,-0.31825274,0.006349686,-0.8928397,-0.4301398,-0.10718636,-1.0511762,-0.68989754,-0.108470276,-0.772996,-0.539842,-0.1285834,-0.8488377,-0.7442331,0.124820426,-0.69944495,-0.6190099,0.26754183,-0.6146439,-0.49675548,0.16048732,-0.62762076,-0.7549337,-0.19017695,-0.6976689,-0.9791575,-0.025238216,-0.6187194,-0.8374264,0.099341586,-0.47823232,-0.73551726,0.118716836,-0.39044884,-0.91841614,-0.23468241,-0.5239648,-1.0360743,-0.07964285,-0.36864966,-0.94044816,0.008997188,-0.30407074,-0.79074633,0.051734816,-0.19246867,-0.8579554,-0.34597334,-0.2647998,-1.119841,-0.08018402,-0.08186509,-0.9618356,-0.0024508059,0.006001576,-0.8703031,-0.006632336,NO_GUN
0.0,0.0,0.0,-0.12830989,-0.38481212,0.120252594,-0.12502871,-0.5252124,0.2332245,0.031319506,-0.65857697,0.19315548,0.11079637,-0.604135,0.15438376,0.21583675,-0.90406126,-0.057906963,0.34704167,-1.1605002,-0.15515257,0.49951118,-1.4911069,-0.23743042,0.6332085,-1.7697879,-0.2238498,0.47125363,-0.8608503,-0.1919813,0.5640106,-0.94328785,-0.049587406,0.57049805,-0.7348159,0.09684217,0.3999556,-0.52582616,0.14763795,0.5751752,-0.6811094,-0.3013418,0.7446314,-0.82797164,-0.14289677,0.7252509,-0.6382913,0.05395067,0.5512878,-0.4111968,0.022693869,0.6794457,-0.47026396,-0.33380216,0.79483414,-0.6439844,-0.2441722,0.7638853,-0.47282025,-0.06047106,0.61260647,-0.3221504,0.009099825,SHOOT
0.0,0.0,0.0,0.24580042,-0.3004429,0.03627991,0.4128835,-0.59724236,0.02981179,0.51262563,-0.8903808,-0.0005339944,0.4774404,-1.1779702,0.0076047853,-0.029982228,-0.85711795,-0.10324521,-0.18596804,-1.1609247,-0.14842552,-0.22000684,-1.5060012,-0.21822576,-0.29775727,-1.7770414,-0.30187717,-0.31160665,-0.93267447,-0.18171303,-0.35997355,-1.0647359,0.00061059906,-0.31706142,-0.8052412,0.18697071,-0.24273688,-0.5533902,0.15590002,-0.49965176,-0.7708484,-0.15691957,-0.5716172,-0.9357501,-0.0130410055,-0.45267442,-0.71700436,0.15482146,-0.37899214,-0.5323416,0.13512483,-0.603819,-0.5560199,-0.15219767,-0.6780927,-0.76148,-0.02501333,-0.58989847,-0.57263935,0.19343498,-0.469996,-0.40194285,0.117198735,GUN_READY
0.0,0.0,0.0,-0.21588542,-0.28057003,0.13557412,-0.39545438,-0.58445865,0.19532864,-0.5101271,-0.80641955,0.20739232,-0.57296807,-1.1049557,0.21162327,-0.09139065,-0.8646824,0.003939654,-0.0036981222,-1.1788495,-0.09649149,0.022979867,-1.5292674,-0.06698652,0.07791049,-1.8101827,-0.16090184,0.17990229,-0.9766756,-0.1172173,0.20683771,-1.0720369,0.042052753,0.29817393,-0.8002065,0.20061375,0.25670967,-0.59481573,0.14149831,0.29954064,-0.83340406,-0.21622209,0.45683366,-1.0223407,0.0002828296,0.406112,-0.78660166,0.13770308,0.33631387,-0.56505185,0.10236043,0.5299694,-0.7342715,-0.2467821,0.58056355,-0.9117887,-0.11478589,0.5921677,-0.6145519,0.0359316,0.51199204,-0.45523712,0.046693556,GUN_READY
0.0,0.0,0.0,-0.3179022,-0.07198168,0.16461138,-0.49931484,-0.21347162,0.27896374,-0.4203501,-0.3595237,0.37669894,-0.41548097,-0.37751165,0.4208566,-0.45444766,-0.74781543,0.35318264,-0.5538036,-1.09917,0.39862683,-0.69007987,-1.4079374,0.50566405,-0.7381641,-1.6974903,0.7103513,-0.19788852,-0.93245,0.30228654,-0.20040144,-0.9688998,0.51451564,-0.060237948,-0.7316899,0.65498936,-0.04131638,-0.52971417,0.48405078,0.019484797,-0.92737496,0.28233603,0.005455264,-1.0625129,0.53596175,0.117539026,-0.78548676,0.6085202,0.13038528,-0.5845141,0.50044775,0.2897869,-0.90778166,0.15437257,0.23494478,-1.0457679,0.41805628,0.27890217,-0.7286042,0.51002973,0.2955987,-0.49922454,0.37996742,SHOOT
0.0,0.0,0.0,-0.20215786,-0.3401336,-0.21864077,-0.13170233,-0.52701277,-0.22764793,-0.005425531,-0.6413618,-0.14454348,0.07289759,-0.6092795,-0.17583995,0.36301142,-0.72624576,-0.42844275,0.54945743,-0.9282573,-0.5510879,0.68254167,-1.2365311,-0.69000995,0.8834043,-1.4299223,-0.88524705,0.58617824,-0.7164845,-0.37821305,0.6437605,-0.82385516,-0.26240933,0.48896414,-0.7644172,-0.021180013,0.38193837,-0.5437432,0.014301803,0.71203566,-0.5215907,-0.21954824,0.7630516,-0.7745344,-0.18898611,0.6254808,-0.6423037,0.017263966,0.48545238,-0.49461976,0.08451405,0.8001071,-0.3364812,-0.15862356,0.85579544,-0.5509148,-0.11544737,0.6837738,-0.52818686,0.12535602,0.5421441,-0.3212799,0.16085853,SHOOT
0.0,0.0,0.0,0.3795746,-0.1036957,0.11404638,0.61540973,-0.16388981,0.012747589,0.85143465,-0.25252518,0.03626563,0.9723227,-0.42660037,-0.0063177766,0.7284298,-0.5077104,-0.23519516,0.94679177,-0.72094524,-0.25006965,1.1032798,-0.91285986,-0.4320553,1.3726523,-1.1062617,-0.45776936,0.6725047,-0.6665759,-0.32158038,0.83311415,-0.8787965,-0.38936147,0.987082,-1.0774086,-0.5338283,1.2057352,-1.2270899,-0.6012553,0.39700413,-0.6475577,-0.33240986,0.6054539,-0.9285992,-0.5346424,0.80190074,-1.0755346,-0.586957,0.9111991,-1.2776153,-0.65282285,0.22300239,-0.67650974,-0.4047678,0.36270365,-0.8689871,-0.53514314,0.5745387,-1.0961492,-0.6043496,0.63936466,-1.1858402,-0.6710735,NO_GUN
0.0,0.0,0.0,-0.20749322,-0.33172065,0.023170413,-0.29508755,-0.56677926,0.02269969,-0.14168623,-0.6411287,0.12689823,-0.0912757,-0.57229954,0.19208583,0.17205587,-0.9287806,0.0532254,0.3267731,-1.2415603,0.032026272,0.4717347,-1.5363376,0.019425288,0.5595174,-1.8383812,0.028886741,0.42308152,-0.9060851,0.003447005,0.4843155,-0.9778435,0.24084371,0.3464649,-0.82378495,0.3524179,0.27336892,-0.54249203,0.33245,0.59521973,-0.7334692,0.04316472,0.6300938,-0.9069119,0.2620602,0.49164233,-0.7344622,0.3911588,0.38750735,-0.45602015,0.33974478,0.7266748,-0.49965078,0.06923247,0.819426,-0.7300419,0.28781262,0.63012105,-0.5303494,0.3714876,0.44505033,-0.28233954,0.3248778,SHOOT
0.0,0.0,0.0,0.18263206,-0.36137807,-0.0068434356,0.2302777,-0.6715507,-0.07504632,0.2848287,-1.0002872,-0.09003092,0.24630888,-1.2991325,-0.054223895,-0.19610082,-0.8469834,0.17053303,-0.33900464,-1.1506284,0.2824753,-0.5131564,-1.4163029,0.39690146,-0.62097293,-1.7540646,0.54659337,-0.37033868,-0.8502493,0.37406603,-0.33491445,-0.9393442,0.5048,-0.1727783,-0.6699963,0.6030074,-0.11217014,-0.45292306,0.51427317,-0.5531785,-0.61548185,0.4061539,-0.5282304,-0.7736983,0.58281827,-0.31237245,-0.56731886,0.6285744,-0.20761587,-0.3560684,0.52589405,-0.6788129,-0.40954983,0.46191552,-0.6181907,-0.60354954,0.66237664,-0.37174067,-0.40160948,0.67810196,-0.26957005,-0.24371174,0.5569332,GUN_READY
0.0,0.0,0.0,-0.25802848,-0.3045693,0.0646415,-0.43020457,-0.64752465,0.0544689,-0.56968194,-0.9671571,0.14555065,-0.50111735,-1.2747576,0.23451823,0.1037583,-0.9204709,0.12384776,0.18031871,-1.2902083,0.20909885,0.29620278,-1.6254241,0.27205697,0.40976724,-1.9738415,0.37406656,0.28191686,-0.94055855,0.18940027,0.35141617,-1.0621645,0.4020426,0.37797722,-0.75661546,0.5089817,0.20566343,-0.51092875,0.43358508,0.6287167,-0.7582362,0.13295726,0.60651076,-0.93578875,0.36888638,0.42881677,-0.716355,0.51590526,0.40186718,-0.42174125,0.39403203,0.77013737,-0.6322686,0.08587907,0.78242105,-0.7394036,0.34090808,0.60046345,-0.52647686,0.46872935,0.57041943,-0.33304945,0.3546324,GUN_READY
0.0,0.0,0.0,0.39229342,0.002613573,0.019683653,0.5986241,-0.026885154,0.05675149,0.6257652,-0.110702075,0.23466031,0.56709695,-0.1985182,0.31354946,0.70103335,-0.52782804,0.31732947,0.9606512,-0.80425334,0.40914986,1.1320598,-1.0049545,0.5863533,1.3544744,-1.2730496,0.63526636,0.5540536,-0.678453,0.48241687,0.6892939,-0.70291334,0.6403722,0.5409907,-0.44947585,0.710835,0.36692256,-0.29515678,0.5166776,0.36371005,-0.7776817,0.5173572,0.4729458,-0.81396836,0.74060386,0.3909631,-0.50451803,0.7717613,0.2539618,-0.30498138,0.593158,0.053541005,-0.7769698,0.5881003,0.26202887,-0.82096,0.7606894,0.13151783,-0.46564606,0.75819874,0.06571665,-0.33627966,0.64172465,SHOOT
0.0,0.0,0.0,-0.3336769,-0.17588873,0.1866781,-0.45155725,-0.30051866,0.37360176,-0.33306348,-0.39162612,0.43235928,-0.21960084,-0.52044517,0.44500083,-0.3117739,-0.8373278,0.28004372,-0.43380135,-1.1629202,0.30777636,-0.34137502,-1.5114717,0.37772495,-0.4262593,-1.827956,0.43003103,-0.11441865,-0.9773732,0.1779045,0.017308157,-1.1313845,0.3637274,0.10414427,-0.80996823,0.41423103,0.06437804,-0.59199345,0.36101097,0.109135985,-0.9434637,0.07754152,0.18736088,-1.1033185,0.20314927,0.23761845,-0.8419048,0.34199053,0.21189691,-0.57214737,0.24816436,0.29070464,-0.8747548,-0.067110375,0.3455526,-1.0079726,0.06412139,0.4154655,-0.7473769,0.21553764,0.35060987,-0.5239243,0.17975113,SHOOT
